OPPORTUNITY NUMBER,,,pos_tuple,pos,token_str,term_str,term_id
72049220RFA00003,4,7,"('fisheries', 'NNS')",NNS,fisheries,fisheries,547
72049220RFA00003,4,8,"(',', ',')",",",",",,0
72049220RFA00003,4,9,"('community-driven', 'JJ')",JJ,community-driven,communitydriven,268
72049220RFA00003,4,10,"('fisheries', 'NNS')",NNS,fisheries,fisheries,547
72049220RFA00003,4,11,"('management', 'NN')",NN,management,management,848
72049220RFA00003,4,12,"('is', 'VBZ')",VBZ,is,is,766
72049220RFA00003,4,13,"('necessarily', 'RB')",RB,necessarily,necessarily,914
72049220RFA00003,4,14,"('linked', 'VBN')",VBN,linked,linked,822
72049220RFA00003,4,15,"('to', 'TO')",TO,to,to,1348
72049220RFA00003,4,16,"('broader', 'JJR')",JJR,broader,broader,183
72049220RFA00003,4,17,"('national', 'JJ')",JJ,national,national,911
72049220RFA00003,4,18,"('level', 'NN')",NN,level,level,810
72049220RFA00003,4,19,"('application', 'NN')",NN,application,application,120
72049220RFA00003,4,20,"('with', 'IN')",IN,with,with,1464
72049220RFA00003,4,21,"('clear', 'JJ')",JJ,clear,clear,233
72049220RFA00003,4,22,"('roles', 'NNS')",NNS,roles,roles,1168
72049220RFA00003,4,23,"('and', 'CC')",CC,and,and,112
72049220RFA00003,4,24,"('responsibilities', 'NNS')",NNS,responsibilities,responsibilities,1152
72049220RFA00003,4,25,"('between', 'IN')",IN,between,between,174
72049220RFA00003,4,26,"('local', 'JJ')",JJ,local,local,832
72049220RFA00003,4,27,"('level', 'NN')",NN,level,level,810
72049220RFA00003,4,28,"('and', 'CC')",CC,and,and,112
72049220RFA00003,4,29,"('national', 'JJ')",JJ,national,national,911
72049220RFA00003,4,30,"('government', 'NN')",NN,government,government,611
72049220RFA00003,4,31,"('management', 'NN')",NN,management,management,848
72049220RFA00003,4,32,"('.', '.')",.,.,,0
72068520RFA00001,0,0,"('The', 'DT')",DT,The,the,1324
72068520RFA00001,0,1,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00001,0,2,"('project', 'NN')",NN,project,project,1074
72068520RFA00001,0,3,"('was', 'VBD')",VBD,was,was,1441
72068520RFA00001,0,4,"('developed', 'VBN')",VBN,developed,developed,381
72068520RFA00001,0,5,"('in', 'IN')",IN,in,in,691
72068520RFA00001,0,6,"('2012', 'CD')",CD,2012,2012,7
72068520RFA00001,0,7,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,0,8,"('implement', 'VB')",VB,implement,implement,680
72068520RFA00001,0,9,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72068520RFA00001,0,10,"('’', 'NNP')",NNP,’,,0
72068520RFA00001,0,11,"('s', 'VBD')",VBD,s,s,1173
72068520RFA00001,0,12,"('resilience', 'NN')",NN,resilience,resilience,1142
72068520RFA00001,0,13,"('programming', 'NN')",NN,programming,programming,1071
72068520RFA00001,0,14,"('in', 'IN')",IN,in,in,691
72068520RFA00001,0,15,"('Niger', 'NNP')",NNP,Niger,niger,926
72068520RFA00001,0,16,"('and', 'CC')",CC,and,and,112
72068520RFA00001,0,17,"('Burkina', 'NNP')",NNP,Burkina,burkina,188
72068520RFA00001,0,18,"('Faso', 'NNP')",NNP,Faso,faso,531
72068520RFA00001,0,19,"('.', '.')",.,.,,0
72068520RFA00001,1,0,"('The', 'DT')",DT,The,the,1324
72068520RFA00001,1,1,"('second', 'JJ')",JJ,second,second,1188
72068520RFA00001,1,2,"('phase', 'NN')",NN,phase,phase,1008
72068520RFA00001,1,3,"(',', ',')",",",",",,0
72068520RFA00001,1,4,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00001,1,5,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00001,1,6,"(',', ',')",",",",",,0
72068520RFA00001,1,7,"('continues', 'VBZ')",VBZ,continues,continues,297
72068520RFA00001,1,8,"('the', 'DT')",DT,the,the,1324
72068520RFA00001,1,9,"('same', 'JJ')",JJ,same,same,1179
72068520RFA00001,1,10,"('efforts', 'NNS')",NNS,efforts,efforts,437
72068520RFA00001,1,11,"(',', ',')",",",",",,0
72068520RFA00001,1,12,"('but', 'CC')",CC,but,but,192
72068520RFA00001,1,13,"('with', 'IN')",IN,with,with,1464
72068520RFA00001,1,14,"('a', 'DT')",DT,a,a,25
72068520RFA00001,1,15,"('refined', 'VBN')",VBN,refined,refined,1115
72068520RFA00001,1,16,"('.', '.')",.,.,,0
72068520RFA00001,2,0,"('The', 'DT')",DT,The,the,1324
72068520RFA00001,2,1,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00001,2,2,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00001,2,3,"('is', 'VBZ')",VBZ,is,is,766
72068520RFA00001,2,4,"('that', 'IN')",IN,that,that,1323
72068520RFA00001,2,5,"(':', ':')",:,:,,0
72068520RFA00001,2,6,"('Chronically', 'NNP')",NNP,Chronically,chronically,225
72068520RFA00001,2,7,"('vulnerable', 'JJ')",JJ,vulnerable,vulnerable,1437
72068520RFA00001,2,8,"('populations', 'NNS')",NNS,populations,populations,1034
72068520RFA00001,2,9,"('in', 'IN')",IN,in,in,691
72068520RFA00001,2,10,"('Burkina', 'NNP')",NNP,Burkina,burkina,188
72068520RFA00001,2,11,"('Faso', 'NNP')",NNP,Faso,faso,531
72068520RFA00001,2,12,"('and', 'CC')",CC,and,and,112
72068520RFA00001,2,13,"('Niger', 'NNP')",NNP,Niger,niger,926
72068520RFA00001,2,14,"(',', ',')",",",",",,0
72068520RFA00001,2,15,"('supported', 'VBN')",VBN,supported,supported,1289
72068520RFA00001,2,16,"('by', 'IN')",IN,by,by,194
72068520RFA00001,2,17,"('resilient', 'JJ')",JJ,resilient,resilient,1143
72068520RFA00001,2,18,"('systems', 'NNS')",NNS,systems,systems,1305
72068520RFA00001,2,19,"(',', ',')",",",",",,0
72068520RFA00001,2,20,"('effectively', 'RB')",RB,effectively,effectively,433
72068520RFA00001,2,21,"('manage', 'NN')",NN,manage,manage,847
72068520RFA00001,2,22,"('shocks', 'NNS')",NNS,shocks,shocks,1212
72068520RFA00001,2,23,"('and', 'CC')",CC,and,and,112
72068520RFA00001,2,24,"('stresses', 'NNS')",NNS,stresses,stresses,1264
72068520RFA00001,2,25,"('and', 'CC')",CC,and,and,112
72068520RFA00001,2,26,"('pursue', 'NN')",NN,pursue,pursue,1092
72068520RFA00001,2,27,"('sustainable', 'JJ')",JJ,sustainable,sustainable,1298
72068520RFA00001,2,28,"('pathways', 'VBZ')",VBZ,pathways,pathways,992
72068520RFA00001,2,29,"('out', 'IN')",IN,out,out,964
72068520RFA00001,2,30,"('of', 'IN')",IN,of,of,944
72068520RFA00001,2,31,"('poverty', 'NN')",NN,poverty,poverty,1038
72068520RFA00001,2,32,"('.', '.')",.,.,,0
72068520RFA00001,3,0,"('This', 'DT')",DT,This,this,1336
72068520RFA00001,3,1,"('statement', 'NN')",NN,statement,statement,1254
72068520RFA00001,3,2,"('reflects', 'VBZ')",VBZ,reflects,reflects,1118
72068520RFA00001,3,3,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72068520RFA00001,3,4,"('’', 'NNP')",NNP,’,,0
72068520RFA00001,3,5,"('s', 'VBD')",VBD,s,s,1173
72068520RFA00001,3,6,"('key', 'JJ')",JJ,key,key,784
72068520RFA00001,3,7,"('priorities', 'NNS')",NNS,priorities,priorities,1063
72068520RFA00001,3,8,"('–', 'VBP')",VBP,–,,0
72068520RFA00001,3,9,"('that', 'IN')",IN,that,that,1323
72068520RFA00001,3,10,"('vulnerable', 'JJ')",JJ,vulnerable,vulnerable,1437
72068520RFA00001,3,11,"('populations', 'NNS')",NNS,populations,populations,1034
72068520RFA00001,3,12,"('and', 'CC')",CC,and,and,112
72068520RFA00001,3,13,"('individuals', 'NNS')",NNS,individuals,individuals,712
72068520RFA00001,3,14,"('need', 'VBP')",VBP,need,need,915
72068520RFA00001,3,15,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,3,16,"('be', 'VB')",VB,be,be,162
72068520RFA00001,3,17,"('the', 'DT')",DT,the,the,1324
72068520RFA00001,3,18,"('actors', 'NNS')",NNS,actors,actors,62
72068520RFA00001,3,19,"('in', 'IN')",IN,in,in,691
72068520RFA00001,3,20,"('their', 'PRP$')",PRP$,their,their,1325
72068520RFA00001,3,21,"('own', 'JJ')",JJ,own,own,975
72068520RFA00001,3,22,"('development', 'NN')",NN,development,development,383
72068520RFA00001,3,23,"(',', ',')",",",",",,0
72068520RFA00001,3,24,"('that', 'WDT')",WDT,that,that,1323
72068520RFA00001,3,25,"('supportive', 'JJ')",JJ,supportive,supportive,1291
72068520RFA00001,3,26,"('systems', 'NNS')",NNS,systems,systems,1305
72068520RFA00001,3,27,"('(', '(')",(,(,,0
72068520RFA00001,3,28,"('including', 'VBG')",VBG,including,including,697
72068520RFA00001,3,29,"('but', 'CC')",CC,but,but,192
72068520RFA00001,3,30,"('not', 'RB')",RB,not,not,935
72068520RFA00001,3,31,"('limited', 'JJ')",JJ,limited,limited,819
72068520RFA00001,3,32,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,3,33,"('markets', 'NNS')",NNS,markets,markets,858
72068520RFA00001,3,34,"(',', ',')",",",",",,0
72068520RFA00001,3,35,"('health', 'NN')",NN,health,health,633
72068520RFA00001,3,36,"(',', ',')",",",",",,0
72068520RFA00001,3,37,"('natural', 'JJ')",JJ,natural,natural,912
72068520RFA00001,3,38,"('resources', 'NNS')",NNS,resources,resources,1147
72068520RFA00001,3,39,"('management', 'NN')",NN,management,management,848
72068520RFA00001,3,40,"(',', ',')",",",",",,0
72068520RFA00001,3,41,"('early', 'JJ')",JJ,early,early,420
72068520RFA00001,3,42,"('warning', 'NN')",NN,warning,warning,1440
72068520RFA00001,3,43,"('and', 'CC')",CC,and,and,112
72068520RFA00001,3,44,"('response', 'NN')",NN,response,response,1151
72068520RFA00001,3,45,"(',', ',')",",",",",,0
72068520RFA00001,3,46,"('and', 'CC')",CC,and,and,112
72068520RFA00001,3,47,"('governance', 'NN')",NN,governance,governance,610
72068520RFA00001,3,48,"('systems', 'NNS')",NNS,systems,systems,1305
72068520RFA00001,3,49,"(')', ')')",),),,0
72068520RFA00001,3,50,"('are', 'VBP')",VBP,are,are,130
72068520RFA00001,3,51,"('essential', 'JJ')",JJ,essential,essential,488
72068520RFA00001,3,52,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,3,53,"('their', 'PRP$')",PRP$,their,their,1325
72068520RFA00001,3,54,"('success', 'NN')",NN,success,success,1281
72068520RFA00001,3,55,"(',', ',')",",",",",,0
72068520RFA00001,3,56,"('that', 'IN')",IN,that,that,1323
72068520RFA00001,3,57,"('shocks', 'NNS')",NNS,shocks,shocks,1212
72068520RFA00001,3,58,"('and', 'CC')",CC,and,and,112
72068520RFA00001,3,59,"('stressors', 'NNS')",NNS,stressors,stressors,1265
72068520RFA00001,3,60,"('are', 'VBP')",VBP,are,are,130
72068520RFA00001,3,61,"('central', 'JJ')",JJ,central,central,216
72068520RFA00001,3,62,"('contextual', 'JJ')",JJ,contextual,contextual,294
72068520RFA00001,3,63,"('factors', 'NNS')",NNS,factors,factors,526
72068520RFA00001,3,64,"('that', 'WDT')",WDT,that,that,1323
72068520RFA00001,3,65,"('must', 'MD')",MD,must,must,909
72068520RFA00001,3,66,"('be', 'VB')",VB,be,be,162
72068520RFA00001,3,67,"('explicitly', 'RB')",RB,explicitly,explicitly,516
72068520RFA00001,3,68,"('addressed', 'VBN')",VBN,addressed,addressed,69
72068520RFA00001,3,69,"(',', ',')",",",",",,0
72068520RFA00001,3,70,"('and', 'CC')",CC,and,and,112
72068520RFA00001,3,71,"('that', 'IN')",IN,that,that,1323
72068520RFA00001,3,72,"('our', 'PRP$')",PRP$,our,our,963
72068520RFA00001,3,73,"('success', 'NN')",NN,success,success,1281
72068520RFA00001,3,74,"('will', 'MD')",MD,will,will,1462
72068520RFA00001,3,75,"('be', 'VB')",VB,be,be,162
72068520RFA00001,3,76,"('measured', 'VBN')",VBN,measured,measured,868
72068520RFA00001,3,77,"('by', 'IN')",IN,by,by,194
72068520RFA00001,3,78,"('the', 'DT')",DT,the,the,1324
72068520RFA00001,3,79,"('extent', 'NN')",NN,extent,extent,520
72068520RFA00001,3,80,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,3,81,"('which', 'WDT')",WDT,which,which,1455
72068520RFA00001,3,82,"('these', 'DT')",DT,these,these,1333
72068520RFA00001,3,83,"('communities', 'NNS')",NNS,communities,communities,264
72068520RFA00001,3,84,"('are', 'VBP')",VBP,are,are,130
72068520RFA00001,3,85,"('able', 'JJ')",JJ,able,able,29
72068520RFA00001,3,86,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,3,87,"('sustainably', 'RB')",RB,sustainably,sustainably,1299
72068520RFA00001,3,88,"('progress', 'VB')",VB,progress,progress,1073
72068520RFA00001,3,89,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,3,90,"('a', 'DT')",DT,a,a,25
72068520RFA00001,3,91,"('higher', 'JJR')",JJR,higher,higher,646
72068520RFA00001,3,92,"('level', 'NN')",NN,level,level,810
72068520RFA00001,3,93,"('of', 'IN')",IN,of,of,944
72068520RFA00001,3,94,"('well-being', 'NN')",NN,well-being,wellbeing,1449
72068520RFA00001,3,95,"('.', '.')",.,.,,0
72068520RFA00001,4,0,"('The', 'DT')",DT,The,the,1324
72068520RFA00001,4,1,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00001,4,2,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00001,4,3,"('is', 'VBZ')",VBZ,is,is,766
72068520RFA00001,4,4,"('transformational', 'JJ')",JJ,transformational,transformational,1365
72068520RFA00001,4,5,"(',', ',')",",",",",,0
72068520RFA00001,4,6,"('seeking', 'VBG')",VBG,seeking,seeking,1198
72068520RFA00001,4,7,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,4,8,"('enhance', 'VB')",VB,enhance,enhance,465
72068520RFA00001,4,9,"('individual', 'JJ')",JJ,individual,individual,710
72068520RFA00001,4,10,"(',', ',')",",",",",,0
72068520RFA00001,4,11,"('household', 'NN')",NN,household,household,658
72068520RFA00001,4,12,"(',', ',')",",",",",,0
72068520RFA00001,4,13,"('community', 'NN')",NN,community,community,266
72068520RFA00001,4,14,"(',', ',')",",",",",,0
72068520RFA00001,4,15,"('and', 'CC')",CC,and,and,112
72068520RFA00001,4,16,"('institutional', 'JJ')",JJ,institutional,institutional,725
72068520RFA00001,4,17,"('capacities', 'NNS')",NNS,capacities,capacities,201
72068520RFA00001,4,18,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,4,19,"('sustain', 'VB')",VB,sustain,sustain,1296
72068520RFA00001,4,20,"('and', 'CC')",CC,and,and,112
72068520RFA00001,4,21,"('improve', 'VB')",VB,improve,improve,685
72068520RFA00001,4,22,"('well-being', 'NN')",NN,well-being,wellbeing,1449
72068520RFA00001,4,23,"('in', 'IN')",IN,in,in,691
72068520RFA00001,4,24,"('a', 'DT')",DT,a,a,25
72068520RFA00001,4,25,"('dynamic', 'JJ')",JJ,dynamic,dynamic,418
72068520RFA00001,4,26,"('environment', 'NN')",NN,environment,environment,475
72068520RFA00001,4,27,"('of', 'IN')",IN,of,of,944
72068520RFA00001,4,28,"('changing', 'VBG')",VBG,changing,changing,221
72068520RFA00001,4,29,"('challenges', 'NNS')",NNS,challenges,challenges,218
72068520RFA00001,4,30,"('and', 'CC')",CC,and,and,112
72068520RFA00001,4,31,"('opportunities', 'NNS')",NNS,opportunities,opportunities,954
72068520RFA00001,4,32,"('.', '.')",.,.,,0
72068520RFA00001,5,0,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00001,5,1,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00001,5,2,"('seeks', 'VBZ')",VBZ,seeks,seeks,1199
72068520RFA00001,5,3,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,5,4,"('contribute', 'VB')",VB,contribute,contribute,301
72068520RFA00001,5,5,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,5,6,"('absorptive', 'VB')",VB,absorptive,absorptive,32
72068520RFA00001,5,7,"(',', ',')",",",",",,0
72068520RFA00001,5,8,"('adaptive', 'JJ')",JJ,adaptive,adaptive,64
72068520RFA00001,5,9,"(',', ',')",",",",",,0
72068520RFA00001,5,10,"('and', 'CC')",CC,and,and,112
72068520RFA00001,5,11,"('transformative', 'JJ')",JJ,transformative,transformative,1366
72068520RFA00001,5,12,"('resilience', 'NN')",NN,resilience,resilience,1142
72068520RFA00001,5,13,"('capacities', 'NNS')",NNS,capacities,capacities,201
72068520RFA00001,5,14,"('and', 'CC')",CC,and,and,112
72068520RFA00001,5,15,"('will', 'MD')",MD,will,will,1462
72068520RFA00001,5,16,"('measure', 'VB')",VB,measure,measure,867
72068520RFA00001,5,17,"('the', 'DT')",DT,the,the,1324
72068520RFA00001,5,18,"('extent', 'NN')",NN,extent,extent,520
72068520RFA00001,5,19,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,5,20,"('which', 'WDT')",WDT,which,which,1455
72068520RFA00001,5,21,"('those', 'DT')",DT,those,those,1337
72068520RFA00001,5,22,"('capacities', 'NNS')",NNS,capacities,capacities,201
72068520RFA00001,5,23,"('are', 'VBP')",VBP,are,are,130
72068520RFA00001,5,24,"('enhanced', 'VBN')",VBN,enhanced,enhanced,466
72068520RFA00001,5,25,"('over', 'IN')",IN,over,over,971
72068520RFA00001,5,26,"('the', 'DT')",DT,the,the,1324
72068520RFA00001,5,27,"('life', 'NN')",NN,life,life,817
72068520RFA00001,5,28,"('of', 'IN')",IN,of,of,944
72068520RFA00001,5,29,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00001,5,30,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00001,5,31,"('.', '.')",.,.,,0
72068520RFA00001,6,0,"('However', 'RB')",RB,However,however,662
72068520RFA00001,6,1,"(',', ',')",",",",",,0
72068520RFA00001,6,2,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,6,3,"('enhance', 'VB')",VB,enhance,enhance,465
72068520RFA00001,6,4,"('results', 'NNS')",NNS,results,results,1158
72068520RFA00001,6,5,"(',', ',')",",",",",,0
72068520RFA00001,6,6,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00001,6,7,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00001,6,8,"('will', 'MD')",MD,will,will,1462
72068520RFA00001,6,9,"('provide', 'VB')",VB,provide,provide,1084
72068520RFA00001,6,10,"('extra', 'JJ')",JJ,extra,extra,521
72068520RFA00001,6,11,"('attention', 'NN')",NN,attention,attention,146
72068520RFA00001,6,12,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,6,13,"('those', 'DT')",DT,those,those,1337
72068520RFA00001,6,14,"('aspects', 'NNS')",NNS,aspects,aspects,140
72068520RFA00001,6,15,"('of', 'IN')",IN,of,of,944
72068520RFA00001,6,16,"('the', 'DT')",DT,the,the,1324
72068520RFA00001,6,17,"('resilience', 'NN')",NN,resilience,resilience,1142
72068520RFA00001,6,18,"('capacities', 'NNS')",NNS,capacities,capacities,201
72068520RFA00001,6,19,"('that', 'WDT')",WDT,that,that,1323
72068520RFA00001,6,20,"('have', 'VBP')",VBP,have,have,632
72068520RFA00001,6,21,"('been', 'VBN')",VBN,been,been,164
72068520RFA00001,6,22,"('shown', 'VBN')",VBN,shown,shown,1214
72068520RFA00001,6,23,"('by', 'IN')",IN,by,by,194
72068520RFA00001,6,24,"('research', 'NN')",NN,research,research,1141
72068520RFA00001,6,25,"('and', 'CC')",CC,and,and,112
72068520RFA00001,6,26,"('experience', 'NN')",NN,experience,experience,512
72068520RFA00001,6,27,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,6,28,"('be', 'VB')",VB,be,be,162
72068520RFA00001,6,29,"('particularly', 'RB')",RB,particularly,particularly,986
72068520RFA00001,6,30,"('crucial', 'JJ')",JJ,crucial,crucial,338
72068520RFA00001,6,31,"('to', 'TO')",TO,to,to,1348
72068520RFA00001,6,32,"('sustained', 'VBN')",VBN,sustained,sustained,1300
72068520RFA00001,6,33,"('resilience', 'NN')",NN,resilience,resilience,1142
72068520RFA00001,6,34,"('in', 'IN')",IN,in,in,691
72068520RFA00001,6,35,"('the', 'DT')",DT,the,the,1324
72068520RFA00001,6,36,"('face', 'NN')",NN,face,face,523
72068520RFA00001,6,37,"('of', 'IN')",IN,of,of,944
72068520RFA00001,6,38,"('shocks', 'NNS')",NNS,shocks,shocks,1212
72068520RFA00001,6,39,"('and', 'CC')",CC,and,and,112
72068520RFA00001,6,40,"('stresses', 'NNS')",NNS,stresses,stresses,1264
72068520RFA00001,6,41,"('.', '.')",.,.,,0
72068520RFA00003,0,0,"('The', 'DT')",DT,The,the,1324
72068520RFA00003,0,1,"('first', 'JJ')",JJ,first,first,546
72068520RFA00003,0,2,"('Resilience', 'NN')",NN,Resilience,resilience,1142
72068520RFA00003,0,3,"('in', 'IN')",IN,in,in,691
72068520RFA00003,0,4,"('the', 'DT')",DT,the,the,1324
72068520RFA00003,0,5,"('Sahel', 'NNP')",NNP,Sahel,sahel,1178
72068520RFA00003,0,6,"('Enhanced', 'NNP')",NNP,Enhanced,enhanced,466
72068520RFA00003,0,7,"('(', '(')",(,(,,0
72068520RFA00003,0,8,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00003,0,9,"(')', ')')",),),,0
72068520RFA00003,0,10,"('project', 'NN')",NN,project,project,1074
72068520RFA00003,0,11,"('was', 'VBD')",VBD,was,was,1441
72068520RFA00003,0,12,"('developed', 'VBN')",VBN,developed,developed,381
72068520RFA00003,0,13,"('in', 'IN')",IN,in,in,691
72068520RFA00003,0,14,"('2012', 'CD')",CD,2012,2012,7
72068520RFA00003,0,15,"('to', 'TO')",TO,to,to,1348
72068520RFA00003,0,16,"('implement', 'VB')",VB,implement,implement,680
72068520RFA00003,0,17,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72068520RFA00003,0,18,"('’', 'NNP')",NNP,’,,0
72068520RFA00003,0,19,"('s', 'VBD')",VBD,s,s,1173
72068520RFA00003,0,20,"('resilience', 'NN')",NN,resilience,resilience,1142
72068520RFA00003,0,21,"('programming', 'NN')",NN,programming,programming,1071
72068520RFA00003,0,22,"('in', 'IN')",IN,in,in,691
72068520RFA00003,0,23,"('Niger', 'NNP')",NNP,Niger,niger,926
72068520RFA00003,0,24,"('and', 'CC')",CC,and,and,112
72068520RFA00003,0,25,"('Burkina', 'NNP')",NNP,Burkina,burkina,188
72068520RFA00003,0,26,"('Faso', 'NNP')",NNP,Faso,faso,531
72068520RFA00003,0,27,"('.', '.')",.,.,,0
72068520RFA00003,1,0,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00003,1,1,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00003,1,2,"('2', 'CD')",CD,2,2,6
72068520RFA00003,1,3,"('continues', 'VBZ')",VBZ,continues,continues,297
72068520RFA00003,1,4,"('the', 'DT')",DT,the,the,1324
72068520RFA00003,1,5,"('same', 'JJ')",JJ,same,same,1179
72068520RFA00003,1,6,"('efforts', 'NNS')",NNS,efforts,efforts,437
72068520RFA00003,1,7,"(',', ',')",",",",",,0
72068520RFA00003,1,8,"('but', 'CC')",CC,but,but,192
72068520RFA00003,1,9,"('with', 'IN')",IN,with,with,1464
72068520RFA00003,1,10,"('a', 'DT')",DT,a,a,25
72068520RFA00003,1,11,"('refined', 'JJ')",JJ,refined,refined,1115
72068520RFA00003,1,12,"('and', 'CC')",CC,and,and,112
72068520RFA00003,1,13,"(':', ':')",:,:,,0
72068520RFA00003,1,14,"('Chronically', 'RB')",RB,Chronically,chronically,225
72068520RFA00003,1,15,"('vulnerable', 'JJ')",JJ,vulnerable,vulnerable,1437
72068520RFA00003,1,16,"('populations', 'NNS')",NNS,populations,populations,1034
72068520RFA00003,1,17,"('in', 'IN')",IN,in,in,691
72068520RFA00003,1,18,"('Burkina', 'NNP')",NNP,Burkina,burkina,188
72068520RFA00003,1,19,"('Faso', 'NNP')",NNP,Faso,faso,531
72068520RFA00003,1,20,"('and', 'CC')",CC,and,and,112
72068520RFA00003,1,21,"('Niger', 'NNP')",NNP,Niger,niger,926
72068520RFA00003,1,22,"(',', ',')",",",",",,0
72068520RFA00003,1,23,"('supported', 'VBN')",VBN,supported,supported,1289
72068520RFA00003,1,24,"('by', 'IN')",IN,by,by,194
72068520RFA00003,1,25,"('resilient', 'JJ')",JJ,resilient,resilient,1143
72068520RFA00003,1,26,"('systems', 'NNS')",NNS,systems,systems,1305
72068520RFA00003,1,27,"(',', ',')",",",",",,0
72068520RFA00003,1,28,"('effectively', 'RB')",RB,effectively,effectively,433
72068520RFA00003,1,29,"('manage', 'NN')",NN,manage,manage,847
72068520RFA00003,1,30,"('shocks', 'NNS')",NNS,shocks,shocks,1212
72068520RFA00003,1,31,"('and', 'CC')",CC,and,and,112
72068520RFA00003,1,32,"('stresses', 'NNS')",NNS,stresses,stresses,1264
72068520RFA00003,1,33,"('and', 'CC')",CC,and,and,112
72068520RFA00003,1,34,"('pursue', 'NN')",NN,pursue,pursue,1092
72068520RFA00003,1,35,"('sustainable', 'JJ')",JJ,sustainable,sustainable,1298
72068520RFA00003,1,36,"('pathways', 'VBZ')",VBZ,pathways,pathways,992
72068520RFA00003,1,37,"('out', 'IN')",IN,out,out,964
72068520RFA00003,1,38,"('of', 'IN')",IN,of,of,944
72068520RFA00003,1,39,"('poverty', 'NN')",NN,poverty,poverty,1038
72068520RFA00003,1,40,"('(', '(')",(,(,,0
72068520RFA00003,1,41,"('See', 'NNP')",NNP,See,see,1196
72068520RFA00003,1,42,"('below', 'IN')",IN,below,below,169
72068520RFA00003,1,43,"('for', 'IN')",IN,for,for,556
72068520RFA00003,1,44,"('an', 'DT')",DT,an,an,108
72068520RFA00003,1,45,"('overview', 'NN')",NN,overview,overview,974
72068520RFA00003,1,46,"('of', 'IN')",IN,of,of,944
72068520RFA00003,1,47,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00003,1,48,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00003,1,49,"('starting', 'VBG')",VBG,starting,starting,1251
72068520RFA00003,1,50,"('on', 'IN')",IN,on,on,947
72068520RFA00003,1,51,"('p.9', 'NN')",NN,p.9,p9,976
72068520RFA00003,1,52,"(',', ',')",",",",",,0
72068520RFA00003,1,53,"('Annex', 'NNP')",NNP,Annex,annex,115
72068520RFA00003,1,54,"('1', 'CD')",CD,1,1,1
72068520RFA00003,1,55,"('for', 'IN')",IN,for,for,556
72068520RFA00003,1,56,"('the', 'DT')",DT,the,the,1324
72068520RFA00003,1,57,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00003,1,58,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00003,1,59,"('framework', 'NN')",NN,framework,framework,571
72068520RFA00003,1,60,"(',', ',')",",",",",,0
72068520RFA00003,1,61,"('and', 'CC')",CC,and,and,112
72068520RFA00003,1,62,"('Annex', 'NNP')",NNP,Annex,annex,115
72068520RFA00003,1,63,"('4', 'CD')",CD,4,4,19
72068520RFA00003,1,64,"('for', 'IN')",IN,for,for,556
72068520RFA00003,1,65,"('descriptions', 'NNS')",NNS,descriptions,descriptions,374
72068520RFA00003,1,66,"('of', 'IN')",IN,of,of,944
72068520RFA00003,1,67,"('other', 'JJ')",JJ,other,other,962
72068520RFA00003,1,68,"('RISE', 'NNP')",NNP,RISE,rise,1163
72068520RFA00003,1,69,"('II', 'NNP')",NNP,II,ii,671
72068520RFA00003,1,70,"('activities', 'NNS')",NNS,activities,activities,61
